ADDRESS,URL,SOLD DATE,SOLD DATE MONTH,ZIP OR POSTAL CODE,YEAR BUILT,$/SQUARE FEET,$/SQUARE FEET Adjusted
752 Summerhill Ridge Dr NW,https://www.redfin.com/WA/Issaquah/752-Summerhill-Ridge-Dr-NW-98027/home/2077536,June-7-2017,June-2017,98027,2005,256,273
26510 SE 172nd SE,https://www.redfin.com/WA/Issaquah/26510-SE-172nd-St-98027/home/425056,June-8-2017,June-2017,98027,1959,476,539
496 Wilderness Peak Dr NW,https://www.redfin.com/WA/Issaquah/496-Wilderness-Peak-Dr-NW-98027/home/418908,June-8-2017,June-2017,98027,2004,325,343
24201 SE 38th Pl,https://www.redfin.com/WA/Issaquah/24201-SE-38th-Pl-98029/home/439577,June-8-2017,June-2017,98029,1987,393,428
4605 246th Pl SE,https://www.redfin.com/WA/Issaquah/4605-246th-Pl-SE-98029/home/436943,June-8-2017,June-2017,98029,1988,392,426
180 Mt. Pilchuck Ave SW,https://www.redfin.com/WA/Issaquah/180-Mt-Pilchuck-Ave-SW-98027/home/421679,June-9-2017,June-2017,98027,1979,296,339
15607 260 Ave SE,https://www.redfin.com/WA/Issaquah/15607-260th-Ave-SE-98027/home/425477,June-9-2017,June-2017,98027,1982,286,326
4402 256th Ave SE,https://www.redfin.com/WA/Issaquah/4402-256th-Ave-SE-98029/home/466502,June-10-2017,June-2017,98029,1990,362,394
677 Bear Ridge Dr NW,https://www.redfin.com/WA/Issaquah/677-Bear-Ridge-Dr-NW-98027/home/419290,June-12-2017,June-2017,98027,2004,307,325
19209 SE 43rd Pl,https://www.redfin.com/WA/Issaquah/19209-SE-43rd-Pl-98027/home/325976,June-12-2017,June-2017,98027,1980,386,428
4449 229th Pl SE,https://www.redfin.com/WA/Sammamish/4449-229th-Pl-SE-98075/home/269137,June-13-2017,June-2017,98075,1998,355,379
50 Mt. Olympus Dr SW,https://www.redfin.com/WA/Issaquah/50-Mt-Olympus-Dr-SW-98027/home/420622,June-13-2017,June-2017,98027,1976,378,424
749 Bear Ridge Dr NW,https://www.redfin.com/WA/Issaquah/749-Bear-Ridge-Dr-NW-98027/home/418789,June-14-2017,June-2017,98027,2003,256,275
490 Everwood Ct NW,https://www.redfin.com/WA/Issaquah/490-Everwood-Ct-98027/home/422124,June-14-2017,June-2017,98027,1994,361,389
24315 SE 43rd Pl,https://www.redfin.com/WA/Issaquah/24315-SE-43rd-Pl-98029/home/438387,June-14-2017,June-2017,98029,1987,414,449
2650 NW Oakcrest Dr,https://www.redfin.com/WA/Issaquah/2650-NW-Oakcrest-Dr-98027/home/421829,June-14-2017,June-2017,98027,1986,343,379
1732 25th Ave NE,https://www.redfin.com/WA/Issaquah/1732-25th-Ave-NE-98029/home/8186612,June-14-2017,June-2017,98029,2005,376,393
18912 SE 44th Pl,https://www.redfin.com/WA/Issaquah/18912-SE-44th-Pl-98027/home/326910,June-14-2017,June-2017,98027,1979,384,427
26625 SE Old Black Nugget Rd,https://www.redfin.com/WA/Issaquah/26625-SE-Old-Black-Nugget-Rd-98029/home/468343,June-14-2017,June-2017,98029,1999,377,400
8413 308th Ave SE,https://www.redfin.com/WA/Issaquah/8413-308th-Ave-SE-98027/home/466661,June-15-2017,June-2017,98027,1989,344,377
12609 Issaquah-Hobart Rd SE,https://www.redfin.com/WA/Issaquah/12609-Issaquah-Hobart-Rd-SE-98027/home/422507,June-15-2017,June-2017,98027,1973,301,350
520 Jasmine Pl NW,https://www.redfin.com/WA/Issaquah/520-Jasmine-Pl-NW-98027/home/420518,June-15-2017,June-2017,98027,1983,360,399
801 3rd Pl NE,https://www.redfin.com/WA/Issaquah/801-3rd-Pl-NE-98029/home/22525243,June-15-2017,June-2017,98029,2012,310,320
24710 SE 46th Pl,https://www.redfin.com/WA/Issaquah/24710-SE-46th-Pl-98029/home/438973,June-15-2017,June-2017,98029,1988,334,368
3906 259th Ave SE,https://www.redfin.com/WA/Issaquah/3906-259th-Ave-SE-98029/home/438852,June-15-2017,June-2017,98029,1990,409,441
22933 SE 52nd St 8,https://www.redfin.com/WA/Issaquah/22933-SE-52nd-St-98029/unit-8/home/113008002,June-15-2017,June-2017,98029,2017,348,353
3935 262nd Ave SE,https://www.redfin.com/WA/Issaquah/3935-262nd-Ave-SE-98029/home/438654,June-15-2017,June-2017,98029,1990,306,338
510 Mt Hood Dr SW,https://www.redfin.com/WA/Issaquah/510-Mt-Hood-Dr-SW-98027/home/421878,June-16-2017,June-2017,98027,1959,276,339
3691 248th Ave SE,https://www.redfin.com/WA/Issaquah/3691-248th-Ave-SE-98029/home/437427,June-16-2017,June-2017,98029,1989,380,413
26215 SE 40th Pl,https://www.redfin.com/WA/Issaquah/26215-SE-40th-Pl-98029/home/438179,June-16-2017,June-2017,98029,1992,323,353
24302 SE Mirrormont Blvd,https://www.redfin.com/WA/Issaquah/24302-SE-Mirrormont-Blvd-98027/home/425000,June-16-2017,June-2017,98027,2002,176,196
290 Mt Rainier Pl NW,https://www.redfin.com/WA/Issaquah/290-Mt-Rainier-Pl-NW-98027/home/420588,June-19-2017,June-2017,98027,1974,301,349
24903 SE 41st Dr,https://www.redfin.com/WA/Issaquah/24903-SE-41st-Dr-98029/home/436700,June-19-2017,June-2017,98029,1996,418,444
6 Aires Pl NW,https://www.redfin.com/WA/Issaquah/6-Aires-Pl-NW-98027/home/420947,June-20-2017,June-2017,98027,1968,284,338
16530 237th Ave SE,https://www.redfin.com/WA/Issaquah/16530-237th-Ave-SE-98027/home/423964,June-20-2017,June-2017,98027,1971,242,293
2950 NE Magnolia St,https://www.redfin.com/WA/Issaquah/2950-NE-Magnolia-St-98029/home/2078572,June-20-2017,June-2017,98029,2005,433,450
4343 182nd Pl SE,https://www.redfin.com/WA/Issaquah/4343-182nd-Pl-SE-98027/home/326216,June-21-2017,June-2017,98027,1978,263,307
725 NW Datewood Dr,https://www.redfin.com/WA/Issaquah/725-NW-Datewood-Dr-98027/home/422079,June-21-2017,June-2017,98027,1993,300,329
3022 NE Marquette Way,https://www.redfin.com/WA/Issaquah/3022-NE-Marquette-Way-98029/home/2079756,June-21-2017,June-2017,98029,2006,315,331
5095 229th Ave SE 3,https://www.redfin.com/WA/Issaquah/5095-229th-Ave-SE-98029/unit-3/home/113007902,June-22-2017,June-2017,98029,2017,283,288
26521 SE 37th St,https://www.redfin.com/WA/Issaquah/26521-SE-37th-St-98029/home/466962,June-22-2017,June-2017,98029,2000,303,325
24535 SE 43rd Pl,https://www.redfin.com/WA/Issaquah/24535-SE-43rd-Pl-98029/home/438365,June-22-2017,June-2017,98029,1987,401,436
3722 245th Ave SE,https://www.redfin.com/WA/Issaquah/3722-245th-Ave-SE-98029/home/439280,June-23-2017,June-2017,98029,1988,370,404
430 Front St,https://www.redfin.com/WA/Issaquah/430-Front-St-S-98027/home/421957,June-23-2017,June-2017,98027,1943,352,431
2651 NW Pine Cone Pl,https://www.redfin.com/WA/Issaquah/2651-NW-Pine-Cone-Pl-98027/home/22494914,June-23-2017,June-2017,98027,2013,327,336
1515 NE Jonquil Ln,https://www.redfin.com/WA/Issaquah/1515-NE-Jonquil-Ln-98029/home/467083,June-23-2017,June-2017,98029,1999,391,414
1597 30th Ave NE,https://www.redfin.com/WA/Issaquah/1597-30th-Ave-NE-98029/home/2115450,June-23-2017,June-2017,98029,2006,487,503
2055 NE Newton Ln,https://www.redfin.com/WA/Issaquah/2055-NE-Newton-Ln-98029/home/12539423,June-23-2017,June-2017,98029,2006,363,379
754 Bear Ridge Dr NW,https://www.redfin.com/WA/Issaquah/754-Bear-Ridge-Dr-NW-98027/home/2090524,June-23-2017,June-2017,98027,2004,278,296
2058 25th Ave NE,https://www.redfin.com/WA/Issaquah/2058-25th-Ave-NE-98029/home/2079622,June-26-2017,June-2017,98029,2004,441,459
25241 SE Mirrormont Way,https://www.redfin.com/WA/Issaquah/25241-SE-Mirrormont-Way-98027/home/425079,June-26-2017,June-2017,98027,1977,256,301
24529 SE 45th St,https://www.redfin.com/WA/Issaquah/24529-SE-45th-St-98029/home/437901,June-26-2017,June-2017,98029,1988,366,400
430 NE Alder,https://www.redfin.com/WA/Issaquah/430-NE-Alder-St-98027/home/421535,June-26-2017,June-2017,98027,1945,415,492
990 NW Firwood Blvd,https://www.redfin.com/WA/Issaquah/990-NW-Firwood-Blvd-98027/home/421864,June-27-2017,June-2017,98027,1985,351,388
24321 SE 43rd Pl,https://www.redfin.com/WA/Issaquah/24321-SE-43rd-Pl-98029/home/439426,June-27-2017,June-2017,98029,1987,412,447
1527 24th Ct NE,https://www.redfin.com/WA/Issaquah/1527-24th-Ct-NE-98029/home/8187877,June-28-2017,June-2017,98029,2009,332,345
4641 240th Ave SE,https://www.redfin.com/WA/Issaquah/4641-240th-Ave-SE-98029/home/438949,June-29-2017,June-2017,98029,1988,366,400
2022 30th Ave NE,https://www.redfin.com/WA/Issaquah/2022-30th-Ave-NE-98029/home/2089403,June-29-2017,June-2017,98029,2004,387,405
2609 NE Park Dr,https://www.redfin.com/WA/Issaquah/2609-NE-Park-Dr-98029/home/12448555,June-29-2017,June-2017,98029,2006,404,420
22997 SE 52nd St 12,https://www.redfin.com/WA/Issaquah/22997-SE-52nd-St-98029/unit-12/home/112731269,June-29-2017,June-2017,98029,2016,293,299
4543 229th Pl SE,https://www.redfin.com/WA/Sammamish/4543-229th-Pl-SE-98075/home/268170,June-30-2017,June-2017,98075,1997,334,359
25524 SE 41st Ct,https://www.redfin.com/WA/Issaquah/25524-SE-41st-Ct-98029/home/439471,June-30-2017,June-2017,98029,1990,437,469
2654 NE Park Dr,https://www.redfin.com/WA/Issaquah/2654-NE-Park-Dr-98029/home/12448612,June-30-2017,June-2017,98029,2006,423,439
5089 231st Ave SE 43,https://www.redfin.com/WA/Issaquah/5089-231st-Ave-SE-98029/unit-43/home/112731276,June-30-2017,June-2017,98029,2016,289,295
24633 SE 36th Ct,https://www.redfin.com/WA/Issaquah/24633-SE-36th-Ct-98029/home/438769,June-30-2017,June-2017,98029,1988,304,338
3066 NE Marquette Way,https://www.redfin.com/WA/Issaquah/3066-NE-Marquette-Way-98029/home/2086732,June-30-2017,June-2017,98029,2006,307,323
2487 NE Laurelwood Ln,https://www.redfin.com/WA/Issaquah/2487-NE-Laurel-Wood-Ln-98029/home/2064199,June-30-2017,June-2017,98029,2005,420,437
4258 258th Ave SE,https://www.redfin.com/WA/Issaquah/4258-258th-Ave-SE-98029/home/437472,June-30-2017,June-2017,98029,1993,370,399
5099 229th Ave SE 5,https://www.redfin.com/WA/Issaquah/5099-229th-Ave-SE-98029/unit-5/home/112731295,June-30-2017,June-2017,98029,2016,275,281
19233 SE 46th St,https://www.redfin.com/WA/Issaquah/19233-SE-46th-St-98027/home/327003,June-30-2017,June-2017,98027,1978,391,435
4009 242nd Ave SE,https://www.redfin.com/WA/Issaquah/4009-242nd-Ave-SE-98029/home/436849,June-30-2017,June-2017,98029,1988,400,434
4453 190th Ave SE,https://www.redfin.com/WA/Issaquah/4453-190th-Ave-SE-98027/home/326253,July-3-2017,July-2017,98027,1978,449,493
20535 SE 136th St,https://www.redfin.com/WA/Issaquah/20535-SE-136th-St-98027/home/422444,July-3-2017,July-2017,98027,1989,227,260
1540 Sycamore Dr SE,https://www.redfin.com/WA/Issaquah/1540-Sycamore-Dr-SE-98027/home/421693,July-3-2017,July-2017,98027,1968,314,368
25139 SE 43rd Pl,https://www.redfin.com/WA/Issaquah/25139-SE-43rd-Pl-98029/home/437250,July-6-2017,July-2017,98029,1996,379,405
1741 30th Ave NE,https://www.redfin.com/WA/Issaquah/1741-30th-Ave-NE-98029/home/466998,July-7-2017,July-2017,98029,2004,387,405
25038 SE Mirrormont Dr,https://www.redfin.com/WA/Issaquah/25038-SE-Mirrormont-Dr-98027/home/424475,July-7-2017,July-2017,98027,1980,237,279
140 6 Ave SE,https://www.redfin.com/WA/Issaquah/140-6th-Ave-SE-98027/home/420190,July-7-2017,July-2017,98027,1914,431,539
195 W Sunset Way,https://www.redfin.com/WA/Issaquah/195-W-Sunset-Way-98027/home/421859,July-7-2017,July-2017,98027,1952,489,559
28525 SE Preston Way,https://www.redfin.com/WA/Issaquah/28525-SE-Preston-Way-98027/home/468073,July-7-2017,July-2017,98027,2002,214,234
24935 SE 43rd St,https://www.redfin.com/WA/Issaquah/24935-SE-43rd-St-98029/home/438141,July-7-2017,July-2017,98029,1996,419,445
5079 231st Ave SE 40,https://www.redfin.com/WA/Issaquah/5079-231st-Ave-SE-98029/unit-40/home/113007883,July-10-2017,July-2017,98029,2017,283,288
8502 312th Pl SE,https://www.redfin.com/WA/PRESTON/8502-312TH-PL-SE-98050/home/467959,July-10-2017,July-2017,98050,1909,216,329
4221 186th Pl SE,https://www.redfin.com/WA/Issaquah/4221-186th-Pl-SE-98027/home/326265,July-11-2017,July-2017,98027,1978,402,446
4049 240th Pl SE,https://www.redfin.com/WA/Issaquah/4049-240th-Pl-SE-98029/home/438720,July-11-2017,July-2017,98029,1989,371,404
24335 SE Tiger Mountain Rd,https://www.redfin.com/WA/Issaquah/24335-Tiger-Mountain-Rd-SE-98027/home/424571,July-11-2017,July-2017,98027,1990,253,285
3405 241st Ave SE,https://www.redfin.com/WA/Issaquah/3405-241st-Ave-SE-98029/home/439208,July-11-2017,July-2017,98029,1990,287,319
4650 238th (Lot 6) Dr SE,https://www.redfin.com/WA/Issaquah/4650-238th-Dr-SE-98029/home/106725407,July-12-2017,July-2017,98029,2016,286,292
4362 SE 191st Ave,https://www.redfin.com/WA/Issaquah/4362-191st-Ave-SE-98027/home/325934,July-13-2017,July-2017,98027,1977,346,391
1403 NE 14th Pl 15,https://www.redfin.com/WA/Sammamish/1403-NE-14th-Pl-98074/unit-15/home/105655469,July-14-2017,July-2017,98074,2016,370,376
2520 Larchmount Dr NE,https://www.redfin.com/WA/Issaquah/2520-Larchmount-Dr-NE-98029/home/2070464,July-14-2017,July-2017,98029,2005,397,414
24512 SE 43rd Pl,https://www.redfin.com/WA/Issaquah/24512-SE-43rd-Pl-98029/home/438369,July-14-2017,July-2017,98029,1987,373,408
8635 308th Ave SE,https://www.redfin.com/WA/Issaquah/8635-308th-Ave-SE-98027/home/466590,July-14-2017,July-2017,98050,1910,227,339
928 Pine Crest (Lot 57) Cir NE,https://www.redfin.com/WA/Issaquah/928-Pine-Crest-Cir-NE-98029/home/55551351,July-14-2017,July-2017,98029,2017,352,357
5076 229th Ave SE 46,https://www.redfin.com/WA/Issaquah/5076-229th-Ave-SE-98029/unit-46/home/113007938,July-14-2017,July-2017,98029,2017,346,351
1015 NW Honeywood Ct,https://www.redfin.com/WA/Issaquah/1015-NW-Honeywood-Ct-98027/home/420437,July-14-2017,July-2017,98027,1985,376,413
13360 244th Ln SE,https://www.redfin.com/WA/Issaquah/13360-244th-Ln-SE-98027/home/425324,July-14-2017,July-2017,98027,1998,348,372
24623 SE 44th Ct,https://www.redfin.com/WA/Issaquah/24623-SE-44th-Ct-98029/home/439411,July-17-2017,July-2017,98029,1988,390,424
1607 24th Ave NE,https://www.redfin.com/WA/Issaquah/1607-24th-Ave-NE-98029/home/12448601,July-18-2017,July-2017,98029,2005,395,412
5428 Champery Pl NW,https://www.redfin.com/WA/Issaquah/5428-Champery-Pl-NW-98027/home/419425,July-18-2017,July-2017,98027,1996,395,421
2955 NE Marquette Way,https://www.redfin.com/WA/Issaquah/2955-NE-Marquette-Way-98029/home/2081557,July-18-2017,July-2017,98029,2005,424,441
809 4th Ave NE,https://www.redfin.com/WA/Issaquah/809-4th-Ave-NE-98029/home/22525265,July-19-2017,July-2017,98029,2013,395,404
4654 238th (Lot 5) Dr SE,https://www.redfin.com/WA/Issaquah/4654-238th-Dr-SE-98029/home/106725744,July-19-2017,July-2017,98029,2015,305,312
19233 SE 45th Pl,https://www.redfin.com/WA/Issaquah/19233-SE-45th-Pl-98027/home/327355,July-19-2017,July-2017,98027,1978,364,408
4043 259th Ave SE,https://www.redfin.com/WA/Issaquah/4043-259th-Ave-SE-98029/home/437513,July-20-2017,July-2017,98029,1991,419,450
610 SW Fernwood St,https://www.redfin.com/WA/Issaquah/610-SW-Fernwood-St-98027/home/421991,July-20-2017,July-2017,98027,1967,291,346
4550 240th (Lot 32) Pl SE,https://www.redfin.com/WA/Issaquah/4550-240th-Pl-SE-98029/home/106725416,July-20-2017,July-2017,98029,2017,312,317
24419 SE Mirrormont Blvd,https://www.redfin.com/WA/Issaquah/24419-SE-Mirrormont-Blvd-98027/home/424733,July-20-2017,July-2017,98027,1980,190,232
1797 30th Ave NE,https://www.redfin.com/WA/Issaquah/1797-30th-Ave-NE-98029/home/466615,July-20-2017,July-2017,98029,2004,386,404
4601 239th Ave SE,https://www.redfin.com/WA/Issaquah/4601-239th-Ave-SE-98029/home/440288,July-20-2017,July-2017,98029,1988,317,351
665 Jasmine Pl NW,https://www.redfin.com/WA/Issaquah/665-Jasmine-Pl-NW-98027/home/420300,July-20-2017,July-2017,98027,1986,383,419
3694 248th Ave SE,https://www.redfin.com/WA/Issaquah/3694-248th-Ave-SE-98029/home/437749,July-21-2017,July-2017,98029,1989,391,424
3427 NE Meadow Way,https://www.redfin.com/WA/Issaquah/3427-NE-Meadow-Way-98029/home/2115528,July-21-2017,July-2017,98029,2005,360,377
2189 NE Newton Ln,https://www.redfin.com/WA/Issaquah/2189-NE-Newton-Ln-98029/home/12539429,July-21-2017,July-2017,98029,2006,410,426
5072 229th Ave SE 47,https://www.redfin.com/WA/Issaquah/5072-229th-Ave-SE-98029/unit-47/home/113007993,July-24-2017,July-2017,98029,2017,330,335
1465 NE Katsura St,https://www.redfin.com/WA/Issaquah/1465-NE-Katsura-St-98029/home/466151,July-24-2017,July-2017,98029,1999,305,328
18546 SE 45th St,https://www.redfin.com/WA/Issaquah/18546-SE-45th-St-98027/home/326783,July-24-2017,July-2017,98027,1986,477,513
4013 242nd Ave SE,https://www.redfin.com/WA/Issaquah/4013-242nd-Ave-SE-98029/home/437310,July-25-2017,July-2017,98029,1988,356,390
22919 SE 52nd St 7,https://www.redfin.com/WA/Issaquah/22919-SE-52nd-St-98029/unit-7/home/113125179,July-25-2017,July-2017,98029,2017,354,359
4658 238th (Lot 4) Dr SE,https://www.redfin.com/WA/Issaquah/4658-238th-Dr-SE-98029/home/106725301,July-25-2017,July-2017,98029,2015,295,302
373 NW Dogwood St,https://www.redfin.com/WA/Issaquah/373-NW-Dogwood-St-98027/home/11898672,July-25-2017,July-2017,98027,2007,327,342
2646 22nd Ave NE,https://www.redfin.com/WA/Issaquah/2646-22nd-Ave-NE-98029/home/12448627,July-26-2017,July-2017,98029,2007,315,330
24511 SE 46th St,https://www.redfin.com/WA/Issaquah/24511-SE-46th-St-98029/home/438810,July-26-2017,July-2017,98029,1988,353,387
2188 NE Noble St,https://www.redfin.com/WA/Issaquah/2188-NE-Noble-St-98029/home/12539418,July-26-2017,July-2017,98029,2006,385,401
24926 SE 43rd St,https://www.redfin.com/WA/Issaquah/24926-SE-43rd-St-98029/home/438626,July-27-2017,July-2017,98029,1996,418,444
4662 238th (Lot 3) Dr SE,https://www.redfin.com/WA/Issaquah/4662-238th-Dr-SE-98029/home/106725370,July-27-2017,July-2017,98029,2015,283,290
21729 SE May Valley Rd,https://www.redfin.com/WA/Issaquah/21729-SE-May-Valley-Rd-98027/home/422357,July-27-2017,July-2017,98027,1950,220,292
3656 248th Pl SE,https://www.redfin.com/WA/Issaquah/3656-248th-Pl-SE-98029/home/439932,July-27-2017,July-2017,98029,1989,405,438
529 SW Ellerwood St,https://www.redfin.com/WA/Issaquah/529-SW-Ellerwood-St-98027/home/420261,July-28-2017,July-2017,98027,1999,272,295
2529 NE Jewell Ln,https://www.redfin.com/WA/Issaquah/2529-NE-Jewell-Ln-98029/home/465587,July-28-2017,July-2017,98029,2003,424,443
425 Mount Defiance Cir SW,https://www.redfin.com/WA/Issaquah/425-Mt-Defiance-Cir-SW-98027/home/421595,July-28-2017,July-2017,98027,1969,267,320
23525 SE 137th St,https://www.redfin.com/WA/Issaquah/23525-SE-137th-St-98027/home/424578,July-28-2017,July-2017,98027,1973,189,238
4398 249th Ave SE,https://www.redfin.com/WA/Issaquah/4398-249th-Ave-SE-98029/home/437784,July-28-2017,July-2017,98029,1996,393,419
1542 NE Iris St,https://www.redfin.com/WA/Issaquah/1542-NE-Iris-St-98029/home/467259,July-28-2017,July-2017,98029,1999,324,347
18913 SE 44th Pl,https://www.redfin.com/WA/Issaquah/18913-SE-44th-Pl-98027/home/326499,July-31-2017,July-2017,98027,1979,436,479
24220 SE 47th St,https://www.redfin.com/WA/Issaquah/24220-SE-47th-St-98029/home/438665,July-31-2017,July-2017,98029,1990,379,411
260 2nd Ave NE,https://www.redfin.com/WA/Issaquah/260-2nd-Ave-NE-98027/home/421579,July-31-2017,July-2017,98027,1961,378,439
5097 229 th Ave SE 4,https://www.redfin.com/WA/Issaquah/5097-229th-Ave-SE-98029/unit-4/home/113007915,July-31-2017,July-2017,98029,2017,300,305
18252 NW Marseille Ct,https://www.redfin.com/WA/Issaquah/18252-NW-Marseille-Ct-98027/home/418966,July-31-2017,July-2017,98027,1994,413,441
546 Lingering Pine Dr NW,https://www.redfin.com/WA/Issaquah/546-Lingering-Pine-Dr-NW-98027/home/8187001,July-31-2017,July-2017,98027,2006,293,309
16026 239th Ave SE,https://www.redfin.com/WA/Issaquah/16026-239th-Ave-SE-98027/home/423944,July-31-2017,July-2017,98027,1975,309,356
4235 190th Ave SE,https://www.redfin.com/WA/Issaquah/4235-190th-Ave-SE-98027/home/326959,July-31-2017,July-2017,98027,1972,338,388
23954 SE 42nd Pl,https://www.redfin.com/WA/Issaquah/23954-SE-42nd-Pl-98029/home/439327,August-1-2017,August-2017,98029,1985,405,442
583 Saddleback Loop Way NW,https://www.redfin.com/WA/Issaquah/583-Saddleback-Loop-Way-NW-98027/home/2092848,August-1-2017,August-2017,98027,2005,334,351
25211 SE 35th St,https://www.redfin.com/WA/Issaquah/25211-SE-35th-St-98029/home/437681,August-1-2017,August-2017,98029,1989,389,422
2599 NE Park Dr,https://www.redfin.com/WA/Issaquah/2599-NE-Park-Dr-98029/home/12448556,August-1-2017,August-2017,98029,2006,404,420
87 Sunset Ct NW,https://www.redfin.com/WA/Issaquah/87-Sunset-Ct-NW-98027/home/420927,August-1-2017,August-2017,98027,2000,367,389
3666 254th Ave SE,https://www.redfin.com/WA/Issaquah/3666-254th-Ave-SE-98029/home/439843,August-2-2017,August-2017,98029,1990,365,397
24236 SE 43rd Pl,https://www.redfin.com/WA/Issaquah/24236-SE-43rd-Pl-98029/home/439606,August-3-2017,August-2017,98029,1986,344,380
4710 240th Ave SE,https://www.redfin.com/WA/Issaquah/4710-240th-Ave-SE-98029/home/438320,August-3-2017,August-2017,98029,1988,328,362
26101 SE 166th St,https://www.redfin.com/WA/Issaquah/26101-SE-166th-St-98027/home/425156,August-4-2017,August-2017,98027,1986,250,286
552 Lingering Pine Dr NW,https://www.redfin.com/WA/Issaquah/552-Lingering-Pine-Dr-NW-98027/home/2078190,August-4-2017,August-2017,98027,2006,340,356
25101 SE Mirrormont Pl,https://www.redfin.com/WA/Issaquah/25101-SE-Mirrormont-Pl-98027/home/425449,August-4-2017,August-2017,98027,1977,277,322
16119 Issaquah Hobart Rd SE,https://www.redfin.com/WA/Issaquah/16119-Issaquah-Hobart-Rd-SE-98027/home/424267,August-4-2017,August-2017,98027,1962,334,394
13766 223rd Ave SE,https://www.redfin.com/WA/Issaquah/13766-223rd-Ave-SE-98027/home/422367,August-4-2017,August-2017,98027,1989,286,319
1705 15th Ave NE,https://www.redfin.com/WA/Issaquah/1705-15th-Ave-NE-98029/home/467578,August-4-2017,August-2017,98029,1999,383,406
265 Mt Park Blvd SW,https://www.redfin.com/WA/Issaquah/265-Mt-Park-Blvd-SW-98027/home/420483,August-7-2017,August-2017,98027,1992,359,389
881 5Th Pl NE,https://www.redfin.com/WA/Issaquah/881-5th-Pl-NE-98029/home/18660399,August-7-2017,August-2017,98029,2008,330,344
5665 193rd Pl SE,https://www.redfin.com/WA/Issaquah/5665-193rd-Pl-SE-98027/home/419266,August-7-2017,August-2017,98027,1996,302,328
23765 SE 132nd Way,https://www.redfin.com/WA/Issaquah/23765-SE-132nd-Way-98027/home/424523,August-7-2017,August-2017,98027,1991,233,264
2183 NW Spring Fork Ln,https://www.redfin.com/WA/Issaquah/2183-NW-Spring-Fork-Ln-98027/home/418610,August-8-2017,August-2017,98027,2003,298,317
25752 SE 39th St,https://www.redfin.com/WA/Issaquah/25752-SE-39th-St-98029/home/437323,August-8-2017,August-2017,98029,1990,389,421
28403 SE 59th St,https://www.redfin.com/WA/Issaquah/28403-SE-59th-St-98027/home/467678,August-8-2017,August-2017,98027,2001,218,239
5055 231st Ave SE,https://www.redfin.com/WA/Issaquah/5055-231st-Ave-SE-98029/home/106725831,August-9-2017,August-2017,98029,2016,329,335
5083 231st Ave SE 41,https://www.redfin.com/WA/Issaquah/5083-231st-Ave-SE-98029/unit-41/home/113065326,August-9-2017,August-2017,98029,2017,286,291
1451 29th Pl NE,https://www.redfin.com/WA/Issaquah/1451-29th-Pl-NE-98029/home/8187934,August-10-2017,August-2017,98029,2009,371,384
